time_s,x_m,y_m,z_m,vx_ms,vy_ms,vz_ms
1930.0,-3792105.848495546,3527079.6979238093,4450067.0701764235,-6353.834286743999,-2635.6694163637535,-3325.387199085855
1940.0,-3855405.4674752727,3500502.7472726153,4416535.303659154,-6305.957415579432,-2679.6652531040527,-3380.8961302897947
1950.0,-3918222.364975173,3473487.511237289,4382450.558609413,-6257.290998121731,-2723.325578576515,-3435.9817516247927
1960.0,-3980548.675916989,3446037.372298564,4347817.102655782,-6207.841127718341,-2766.6449262285046,-3490.637166017929
1970.0,-4042376.5966470437,3418155.7673898065,4312639.272128968,-6157.613995810039,-2809.617872199994,-3544.8555302609493
1980.0,-4103698.3859133106,3389846.1874666875,4276921.47151886,-6106.615891155723,-2852.239036002667,-3598.6300558670805
1990.0,-4164506.3658346664,3361112.177070094,4240668.172923068,-6054.853199045022,-2894.50308119359,-3651.9540099209926
2000.0,-4224792.922862212,3331957.333882328,4203883.915486978,-6002.332400498815,-2936.404716043369,-3704.820715921801
2010.0,-4284550.508732538,3302385.308276656,4166573.3048354303,-5949.0600714577695,-2977.9386941987077,-3757.22355461901
2020.0,-4343771.641412812,3272399.8028602568,4128741.0124960593,-5895.042881958985,-3019.0998153392857,-3809.155964841283
2030.0,-4402448.906037584,3242004.572010632,4090391.775314392,-5840.287595300869,-3059.8829258288706,-3860.6114443179445
2040.0,-4460574.955837168,3211203.421405535,4051530.3948607636,-5784.801067196321,-3100.282919360586,-3911.5835504931056
2050.0,-4518142.5130575085,3180000.207546474,4012161.73682913,-5728.5902449143605,-3140.294737596256,-3962.065901332314
2060.0,-4575144.369871402,3148398.837275854,3972290.730427852,-5671.662166410279,-3179.9133707997385,-4012.0521761216237
2070.0,-4631573.389280962,3116403.267287815,3931922.367762526,-5614.023959444446,-3219.1338584641794,-4061.536116258992
2080.0,-4687422.506011216,3084017.5036328295,3891061.7032109415,-5555.682840689868,-3257.951289933098,-4110.511526037893
2090.0,-4742684.727394726,3051245.6012161174,3849713.85279024,-5496.646114828611,-3296.3608050152325,-4158.9722734230645
2100.0,-4797353.134247113,3018091.6632899474,3807883.9935163576,-5436.921173637211,-3334.357594593069,-4206.912290818273
2110.0,-4851420.881733384,2984559.8409398836,3765577.3627558276,-5376.515495061176,-3371.936901224971,-4254.325575826017
2120.0,-4904881.20022495,2950654.3325650417,3722799.25757003,-5315.436642278697,-3409.094019740844,-4301.206191999068
2130.0,-4957727.396147224,2916379.383352423,3679555.0340519664,-5253.692262753693,-3445.8242978312524,-4347.548269583753
2140.0,-5009952.852817704,2881739.284745391,3635850.10665564,-5191.290087278296,-3482.1231366299176,-4393.346006254877
2150.0,-5061551.03127442,2846738.3739063535,3591689.947518134,-5128.2379290049075,-3517.9859912895263,-4438.59366784222
2160.0,-5112515.471094657,2811381.0331737227,3547080.085774464,-5064.543682467944,-3553.4083715507736,-4483.28558904849
2170.0,-5162839.791203838,2775671.689513219,3502026.1068652943,-5000.215322595386,-3588.385842304574,-4527.41617415865
2180.0,-5212517.690674479,2739614.813963585,3456533.651837605,-4935.260903710272,-3622.914024147364,-4570.979897740544
2190.0,-5261542.949515103,2703214.921076785,3410608.416638398,-4869.68855852224,-3656.9885939294327,-4613.971305336712
2200.0,-5309909.429449025,2666476.568352751,3364256.1514015263,-4803.5064971092615,-3690.6052852962052,-4656.385014147323
2210.0,-5357611.074682899,2629404.355668758,3317482.6597277415,-4736.72300588969,-3723.7598892224214,-4698.2157137041395
2220.0,-5404641.912664949,2592002.924703487,3270293.7979580457,-4669.346446584747,-3756.4482545391297,-4739.458166535418
2230.0,-5450996.054832766,2554276.95835586,3222695.474440439,-4601.385255171577,-3788.6662884534426,-4780.107208821677
2240.0,-5496667.697350594,2516231.180158707,3174693.648790158,-4532.847940827015,-3820.409957060978,-4820.157751042239
2250.0,-5541651.121836009,2477870.3536873534,3126294.331143492,-4463.743084862179,-3851.6752858509312,-4859.604778612473
2260.0,-5585940.696075898,2439199.2819631877,3077503.581405277,-4394.079339648037,-3882.45836020371,-4898.443352511647
2270.0,-5629530.874731643,2400222.806852293,3028327.5084901564,-4323.865427532071,-3912.755325881069,-4936.668609901335
2280.0,-5672416.200033441,2360945.8084592144,2978772.269557705,-4253.110139746192,-3942.5623895086846,-4974.275764734265
2290.0,-5714591.302463644,2321373.2045159377,2928844.0692415144,-4181.822335306008,-3971.8758190511107,-5011.260108353569
2300.0,-5756050.901429063,2281509.949766159,2878549.1588723315,-4110.010939901633,-4000.691944279053,-5047.6170100823365
2310.0,-5796789.805922127,2241361.0353449187,2827893.8356953524,-4037.6849447801196,-4029.007157228906,-5083.341917803403
2320.0,-5836802.915170836,2200931.4881536798,2776884.4420817685,-3964.853405619708,-4056.817912654492,-5118.430358529304
2330.0,-5876085.219277404,2160226.3702309257,2725527.3647346585,-3891.5254413959924,-4084.1207284709485,-5152.877938962325
2340.0,-5914631.799845537,2119250.7781183636,2673829.0338893337,-3817.710233240166,-4110.91218619071,-5186.680346044568
2350.0,-5952437.830596242,2078009.842222802,2621795.9225082314,-3743.417023289487,-4137.188931351521,-5219.833347497974
2360.0,-5989498.577972111,2036508.7261737927,2569434.545470457,-3668.6551135301024,-4162.94767393644,-5252.33279235423
2370.0,-6025809.401729993,1994752.62617711,2516751.458756082,-3593.433864632379,-4188.1851887857665,-5284.174611474503
2380.0,-6061365.75552198,1952746.7703641534,2463753.2586252913,-3517.7626947788895,-4212.898316000855,-5315.354818058913
2390.0,-6096163.187464642,1910496.4181373517,2410446.580792488,-3441.651078485193,-4237.083961339753,-5345.869508145715
2400.0,-6130197.340696429,1868006.8595116523,2356838.0995954634,-3365.108545413568,-4260.7390966046205,-5375.714861100094
2410.0,-6163463.953923178,1825283.4144521765,2302934.527159723,-3288.1446791798357,-4283.860760020881,-5404.887140092533
2420.0,-6195958.861951656,1782331.432208127,2248742.6125580883,-3210.7691161534294,-4306.446056608051,-5433.382692566693
