time_s,hx,hy,hz,h_mag,dH_abs,dH_rel
1000.0,0.0002574920654296875,-40885208974.96132,32405217325.2377,52169899586.08453,-0.0032806396484375,-6.288376390343581e-14
1010.0,0.0004444122314453125,-40885208974.96169,32405217325.238,52169899586.085014,-0.00279998779296875,-5.3670561285025454e-14
1020.0,0.000209808349609375,-40885208974.96175,32405217325.238136,52169899586.08514,-0.00267791748046875,-5.1330700302572025e-14
1030.0,0.0001659393310546875,-40885208974.96168,32405217325.23835,52169899586.08522,-0.002593994140625,-4.97220458771353e-14
1040.0,-3.4332275390625e-05,-40885208974.96128,32405217325.23835,52169899586.08491,-0.00290679931640625,-5.57179396446722e-14
1050.0,-0.000217437744140625,-40885208974.96104,32405217325.238167,52169899586.0846,-0.00321197509765625,-6.156759210080576e-14
1060.0,-0.0001125335693359375,-40885208974.9609,32405217325.238304,52169899586.08458,-0.00323486328125,-6.200631603501578e-14
1070.0,-0.000255584716796875,-40885208974.96079,32405217325.238365,52169899586.08453,-0.0032806396484375,-6.288376390343581e-14
1080.0,-0.000270843505859375,-40885208974.960976,32405217325.23866,52169899586.08486,-0.00295257568359375,-5.659538751309223e-14
1090.0,-0.0001659393310546875,-40885208974.96132,32405217325.23867,52169899586.08514,-0.00267791748046875,-5.1330700302572025e-14
1100.0,-0.00026035308837890625,-40885208974.961334,32405217325.2387,52169899586.08517,-0.00264739990234375,-5.074573505695867e-14
1110.0,-4.863739013671875e-05,-40885208974.96133,32405217325.2388,52169899586.08523,-0.00258636474609375,-4.957580456573196e-14
1120.0,2.47955322265625e-05,-40885208974.96108,32405217325.23865,52169899586.08494,-0.00287628173828125,-5.513297439905884e-14
1130.0,0.00010013580322265625,-40885208974.96132,32405217325.238777,52169899586.0852,-0.00261688232421875,-5.0160769811345314e-14
1140.0,5.626678466796875e-05,-40885208974.96115,32405217325.238888,52169899586.08514,-0.00267791748046875,-5.1330700302572025e-14
1150.0,-4.76837158203125e-05,-40885208974.96179,32405217325.239136,52169899586.0858,-0.00201416015625,-3.860770621048152e-14
1160.0,-0.0001201629638671875,-40885208974.962006,32405217325.2389,52169899586.085815,-0.0019989013671875,-3.8315223587674846e-14
1170.0,-8.20159912109375e-05,-40885208974.96204,32405217325.23888,52169899586.08583,-0.001983642578125,-3.8022740964868165e-14
1180.0,-1.430511474609375e-05,-40885208974.962,32405217325.238815,52169899586.085754,-0.0020599365234375,-3.948515407890156e-14
1190.0,0.00017642974853515625,-40885208974.96198,32405217325.238956,52169899586.08583,-0.001983642578125,-3.8022740964868165e-14
1200.0,0.00026702880859375,-40885208974.96209,32405217325.23916,52169899586.086044,-0.00177001953125,-3.3927984245574675e-14
1210.0,0.00031757354736328125,-40885208974.96138,32405217325.238914,52169899586.085335,-0.00247955322265625,-4.752842620608521e-14
1220.0,0.00039196014404296875,-40885208974.96106,32405217325.238804,52169899586.085014,-0.00279998779296875,-5.3670561285025454e-14
1230.0,0.0003719329833984375,-40885208974.96127,32405217325.23889,52169899586.08524,-0.00257110595703125,-4.9283321942925277e-14
1240.0,0.00034427642822265625,-40885208974.961105,32405217325.238586,52169899586.084915,-0.002899169921875,-5.557169833326886e-14
1250.0,0.0004076957702636719,-40885208974.96114,32405217325.238796,52169899586.085075,-0.00273895263671875,-5.2500630793798736e-14
1260.0,0.0004987716674804688,-40885208974.960945,32405217325.23892,52169899586.085,-0.00281524658203125,-5.396304390783213e-14
1270.0,0.0005207061767578125,-40885208974.96074,32405217325.23866,52169899586.08467,-0.003143310546875,-6.025142029817571e-14
1280.0,0.0005650520324707031,-40885208974.96038,32405217325.237988,52169899586.08398,-0.00383758544921875,-7.355937963587957e-14
1290.0,0.0005459785461425781,-40885208974.96015,32405217325.237785,52169899586.08367,-0.00414276123046875,-7.940903209201314e-14
1300.0,0.0006251335144042969,-40885208974.96042,32405217325.23793,52169899586.08397,-0.00384521484375,-7.370562094728291e-14
1310.0,0.0006737709045410156,-40885208974.960655,32405217325.23831,52169899586.08439,-0.00342559814453125,-6.566234882009926e-14
1320.0,0.000762939453125,-40885208974.960495,32405217325.238495,52169899586.08438,-0.0034332275390625,-6.58085901315026e-14
1330.0,0.0008220672607421875,-40885208974.95981,32405217325.23853,52169899586.08386,-0.0039520263671875,-7.575299930692966e-14
1340.0,0.0008420944213867188,-40885208974.96042,32405217325.238792,52169899586.0845,-0.0033111572265625,-6.346872914904917e-14
1350.0,0.0008370876312255859,-40885208974.960396,32405217325.23883,52169899586.08451,-0.00330352783203125,-6.332248783764583e-14
1360.0,0.0008134841918945312,-40885208974.961136,32405217325.239082,52169899586.08525,-0.0025634765625,-4.913708063152194e-14
1370.0,0.0008162260055541992,-40885208974.96091,32405217325.239063,52169899586.08506,-0.00275421142578125,-5.279311341660542e-14
1380.0,0.000819087028503418,-40885208974.9613,32405217325.239624,52169899586.08572,-0.00209808349609375,-4.0216360635918254e-14
1390.0,0.0008232593536376953,-40885208974.96116,32405217325.240093,52169899586.08589,-0.001922607421875,-3.6852810473641454e-14
1400.0,0.0008220821619033813,-40885208974.96149,32405217325.24036,52169899586.08632,-0.001495361328125,-2.866329703505447e-14
1410.0,0.0008237063884735107,-40885208974.96202,32405217325.240154,52169899586.08661,-0.0012054443359375,-2.310612720172758e-14
1420.0,0.0008246302604675293,-40885208974.96186,32405217325.239975,52169899586.08637,-0.00144195556640625,-2.763960785523109e-14
1430.0,0.0008175373077392578,-40885208974.96212,32405217325.240097,52169899586.086655,-0.00115966796875,-2.2228679333307545e-14
1440.0,0.0008219480514526367,-40885208974.96192,32405217325.2404,52169899586.086685,-0.001129150390625,-2.1643714087694186e-14
1450.0,0.0008306503295898438,-40885208974.96204,32405217325.24044,52169899586.0868,-0.00101470947265625,-1.94500944166441e-14
1460.0,0.0008146762847900391,-40885208974.961586,32405217325.24031,52169899586.08636,-0.00145721435546875,-2.7932090478037768e-14
1470.0,0.0008404254913330078,-40885208974.96189,32405217325.240505,52169899586.08673,-0.0010833740234375,-2.0766266219274153e-14
1480.0,0.0008559226989746094,-40885208974.96213,32405217325.240334,52169899586.0868,-0.00101470947265625,-1.94500944166441e-14
1490.0,0.0008373260498046875,-40885208974.96198,32405217325.240173,52169899586.08659,-0.001220703125,-2.3398609824534257e-14
1500.0,0.0008096694946289062,-40885208974.96162,32405217325.23992,52169899586.08614,-0.00167083740234375,-3.202684719733126e-14
1510.0,0.0007719993591308594,-40885208974.961716,32405217325.240448,52169899586.086555,-0.00125885009765625,-2.4129816381550953e-14
1520.0,0.0007772445678710938,-40885208974.96178,32405217325.240543,52169899586.086655,-0.00115966796875,-2.2228679333307545e-14
1530.0,0.0007867813110351562,-40885208974.96251,32405217325.241127,52169899586.08759,-0.00022125244140625,-4.2409980306968344e-15
1540.0,0.0007376670837402344,-40885208974.96269,32405217325.24128,52169899586.08783,1.52587890625e-05,2.924826228066782e-16
1550.0,0.00069427490234375,-40885208974.962616,32405217325.241146,52169899586.08769,-0.0001220703125,-2.3398609824534256e-15
1560.0,0.0007028579711914062,-40885208974.96286,32405217325.241196,52169899586.08791,9.918212890625e-05,1.9011370482434084e-15
1570.0,0.00080108642578125,-40885208974.96247,32405217325.241203,52169899586.08761,-0.00020599365234375,-3.948515407890156e-15
1580.0,0.0008754730224609375,-40885208974.962425,32405217325.241188,52169899586.08757,-0.000244140625,-4.679721964906851e-15
1590.0,0.0009136199951171875,-40885208974.96238,32405217325.241077,52169899586.08746,-0.0003509521484375,-6.7271003245535985e-15
1600.0,0.00093841552734375,-40885208974.96262,32405217325.241287,52169899586.08778,-3.0517578125e-05,-5.849652456133564e-16
1610.0,0.00103759765625,-40885208974.96266,32405217325.241127,52169899586.087715,-9.918212890625e-05,-1.9011370482434084e-15
1620.0,0.0010223388671875,-40885208974.96288,32405217325.24107,52169899586.08785,3.814697265625e-05,7.312065570166955e-16
1630.0,0.0009145736694335938,-40885208974.96331,32405217325.241585,52169899586.08851,0.00069427490234375,1.3307959337703858e-14
1640.0,0.0007944107055664062,-40885208974.9632,32405217325.241528,52169899586.08839,0.00057220458984375,1.0968098355250434e-14
1650.0,0.0008096694946289062,-40885208974.96266,32405217325.24134,52169899586.087845,3.0517578125e-05,5.849652456133564e-16
1660.0,0.0008363723754882812,-40885208974.9622,32405217325.240932,52169899586.08723,-0.00058746337890625,-1.1260580978057112e-14
1670.0,0.0008487701416015625,-40885208974.9625,32405217325.24115,52169899586.0876,-0.000213623046875,-4.094756719293495e-15
1680.0,0.0008182525634765625,-40885208974.96295,32405217325.24141,52169899586.08811,0.00029754638671875,5.703411144730225e-15
1690.0,0.0008220672607421875,-40885208974.962814,32405217325.240997,52169899586.08775,-6.103515625e-05,-1.1699304912267128e-15
1700.0,0.0008087158203125,-40885208974.96282,32405217325.24077,52169899586.087616,-0.0001983642578125,-3.802274096486817e-15
1710.0,0.0008039474487304688,-40885208974.96272,32405217325.240673,52169899586.08748,-0.000335693359375,-6.434617701746921e-15
1720.0,0.0007152557373046875,-40885208974.96287,32405217325.240772,52169899586.087654,-0.00016021728515625,-3.0710675394701214e-15
1730.0,0.0008687973022460938,-40885208974.96288,32405217325.24089,52169899586.087746,-6.866455078125e-05,-1.316171802630052e-15
1740.0,0.0006999969482421875,-40885208974.96215,32405217325.240593,52169899586.08698,-0.00083160400390625,-1.5940302942963964e-14
1750.0,0.000743865966796875,-40885208974.962166,32405217325.24073,52169899586.08708,-0.000732421875,-1.4039165894720554e-14
1760.0,0.0004425048828125,-40885208974.96251,32405217325.240955,52169899586.08749,-0.00032806396484375,-6.288376390343582e-15
1770.0,0.000499725341796875,-40885208974.962204,32405217325.240635,52169899586.08705,-0.000762939453125,-1.4624131140333912e-14
1780.0,0.0004558563232421875,-40885208974.9624,32405217325.240685,52169899586.087234,-0.000579833984375,-1.1114339666653773e-14
1790.0,0.000507354736328125,-40885208974.96234,32405217325.24085,52169899586.08729,-0.00052642822265625,-1.0090650486830399e-14
1800.0,0.0003948211669921875,-40885208974.9623,32405217325.241062,52169899586.087395,-0.00041961669921875,-8.04327212718365e-15
1810.0,0.0003643035888671875,-40885208974.96289,32405217325.24105,52169899586.087845,3.0517578125e-05,5.849652456133564e-16
1820.0,0.000171661376953125,-40885208974.96302,32405217325.24091,52169899586.08786,4.57763671875e-05,8.774478684200346e-16
1830.0,4.57763671875e-05,-40885208974.96347,32405217325.241364,52169899586.08849,0.00067901611328125,1.301547671489718e-14
1840.0,-4.1961669921875e-05,-40885208974.96304,32405217325.24118,52169899586.08805,0.00023651123046875,4.533480653503512e-15
1850.0,-9.918212890625e-05,-40885208974.96278,32405217325.24121,52169899586.08786,4.57763671875e-05,8.774478684200346e-16
1860.0,-0.0002498626708984375,-40885208974.96275,32405217325.241463,52169899586.088,0.00018310546875,3.5097914736801386e-15
1870.0,-1.1444091796875e-05,-40885208974.96336,32405217325.241886,52169899586.08874,0.00092315673828125,1.769519867980403e-14
1880.0,0.00042724609375,-40885208974.96355,32405217325.241943,52169899586.08891,0.0010986328125,2.105874884208083e-14
1890.0,0.0001926422119140625,-40885208974.96367,32405217325.24192,52169899586.089,0.00118255615234375,2.266740326751756e-14
1900.0,0.0002593994140625,-40885208974.96336,32405217325.241585,52169899586.08855,0.000732421875,1.4039165894720554e-14
1910.0,6.29425048828125e-05,-40885208974.96325,32405217325.241627,52169899586.088486,0.00067138671875,1.2869235403493841e-14
1920.0,0.000141143798828125,-40885208974.96314,32405217325.241745,52169899586.08848,0.00066375732421875,1.2722994092090502e-14
1930.0,-1.33514404296875e-05,-40885208974.96292,32405217325.241573,52169899586.088196,0.0003814697265625,7.312065570166956e-15
