time_s,x_m,y_m,z_m,vx_ms,vy_ms,vz_ms
1290.0,867110.7377746815,4206944.259663571,5307842.668544363,-7578.571794929131,602.6775973927058,760.3898861908492
1300.0,791272.3173966163,4212707.541676004,5315114.120764388,-7588.954021095357,549.9667782789811,693.8853837498957
1310.0,715334.8246516441,4217943.365696967,5321720.086621818,-7598.386061566353,497.18709979750946,627.2940024087958
1320.0,639307.7674006821,4222651.07616771,5327659.739007363,-7606.8667353901365,444.3451703023969,560.6240798353979
1330.0,563200.6647186982,4226830.08365269,5332932.334238448,-7614.394980731927,391.4476059419768,493.8839635314174
1340.0,487023.0457028623,4230479.864913364,5337537.212152331,-7620.969855007098,338.50102983042444,427.0820097872754
1350.0,410784.44827944133,4233599.962973707,5341473.796188759,-7626.590534999192,285.5120712185015,360.226582635838
1360.0,334494.4180095907,4236189.987177427,5344741.593462156,-7631.25631696299,232.48736466353085,293.32605280518493
1370.0,258162.50689418812,4238249.613236873,5347340.194823338,-7634.9666167126325,179.4335491987079,226.38879667054198
1380.0,181798.27217786227,4239778.583273648,5349269.274910738,-7637.720969694756,126.3572675018507,159.42319520550416
1390.0,105411.27515236431,4240776.705850886,5350528.592191145,-7639.51903104666,73.26516506369457,92.43763293268489
1400.0,29011.07995943306,4241243.855997229,5351117.988989945,-7640.360575639487,20.163889355833376,25.440496873919187
1410.0,-47392.747606697216,4241179.975222469,5351037.391510863,-7640.245498106412,-32.9399110015862,-41.55982449984535
1420.0,-123790.64129699524,4240585.071524877,5350286.8098452035,-7639.173812855831,-86.0395870723143,-108.55494231883772
1430.0,-200173.03560538846,4239459.219390195,5348866.337970586,-7637.14565406956,-139.12849043648737,-175.5364683648046
1440.0,-276530.366966426,4237802.559782315,5346776.153739178,-7634.161275686032,-192.19997402305336,-242.49601612126912
1450.0,-352853.0749526981,4235615.300125628,5344016.518855429,-7630.221051368507,-245.2473929420277,-309.4252018235766
1460.0,-429131.60347186297,4232897.714279051,5340587.778843302,-7625.32547445828,-298.26410531647514,-376.3156455085947
1470.0,-505356.4019631309,4229650.142501741,5336490.363003012,-7619.475157912918,-351.2434731141165,-443.1589720639397
1480.0,-581517.9265930557,4225872.991410491,5331724.784357271,-7612.670834229511,-404.17886297845183,-509.94681227659305
1490.0,-657606.6414504837,4221566.73392882,5326291.639587062,-7604.913355352957,-457.0636470593002,-576.6708038807819
1500.0,-733613.0197405111,4216731.90922776,5320191.6089569265,-7596.203692569299,-509.8912038426484,-643.3225926049874
1510.0,-809527.5449772996,4211369.122658343,5313425.456229787,-7586.542936384106,-562.6549189797072,-709.8938332179537
1520.0,-885340.7121756019,4205479.045675818,5305994.028571328,-7575.9322963859395,-615.3481861150697,-776.3761905735631
1530.0,-961043.0290408459,4199062.415755569,5297898.256443918,-7564.373101094905,-667.9644077138702,-842.7613406544518
1540.0,-1036625.0171576319,4192120.036300787,5289139.153490111,-7551.866797796311,-720.4969958878374,-909.0409716142285
1550.0,-1112077.2131764903,4184652.776541873,5279717.816405736,-7538.414952359462,-772.9393732201402,-975.2067848181716
1560.0,-1187390.1699987536,4176661.571427609,5269635.424802579,-7524.019249041599,-825.2849735889225,-1041.2504958822717
1570.0,-1262554.457959394,4168147.421508093,5258893.24106069,-7508.681490277023,-877.5272429894242,-1107.1638357104887
1580.0,-1337560.666007678,4159111.3928094665,5247492.610170326,-7492.403596451414,-929.6596403545838,-1172.938551530097
1590.0,-1412399.40288549,4149554.6167004397,5235434.959563547,-7475.187605661391,-981.6756383740226,-1238.566407924984
1600.0,-1487061.2983031783,4139478.2897506366,5222721.798935494,-7457.035673459327,-1033.5687243113057,-1304.039187866779
1610.0,-1561537.0041127747,4128883.673580778,5209354.720055366,-7437.950072583461,-1085.3324008193779,-1369.3486937436755
1620.0,-1635817.195478444,4117772.0947047174,5195335.396567118,-7417.933192673336,-1136.960186754074,-1434.4867483868263
1630.0,-1709892.5720440117,4106144.9443633542,5180665.583779914,-7396.9875399706,-1188.4456179855988,-1499.4451960941767
1640.0,-1783753.8590974293,4094003.6783504398,5165347.118448347,-7375.11573700521,-1239.7822482078784,-1564.215903651612
1650.0,-1857391.808732027,4081349.8168303045,5149381.918542466,-7352.320522267074,-1290.9636497456781,-1628.790761351286
1660.0,-1930797.2010044113,4068184.944147522,5132771.983007638,-7328.604749863174,-1341.9834143593894,-1693.16168400701
1670.0,-2003960.8450888614,4054510.70862854,5115519.391514262,-7303.971389160216,-1392.8351540473823,-1757.3206119665701
1680.0,-2076873.5804280783,4040328.822375299,5097626.304197385,-7278.42352441284,-1443.5125018458239,-1821.2595121208456
1690.0,-2149526.2778801466,4025641.061050866,5079094.961386236,-7251.964354377461,-1494.009112625864,-1884.970378909608
1700.0,-2221909.8408615612,4010449.26365711,5059927.683323725,-7224.597191911755,-1544.3186638880843,-1948.4452353238662
1710.0,-2294015.206486177,3994755.332304448,5040126.869875931,-7196.325463559873,-1594.4348565541177,-2011.6761339046416
1720.0,-2365833.346699942,3978561.2319736877,5019695.000231627,-7167.152709123416,-1644.351415755332,-2074.6551577380387
1730.0,-2437355.2694112654,3961868.990269999,4998634.632591867,-7137.082581218226,-1694.0620916184841,-2137.3744214464955
1740.0,-2508572.019616888,3944680.6971690464,4976948.403849683,-7106.118844817059,-1743.5606600482442,-2199.8260721760807
1750.0,-2579474.680523103,3926998.5047553093,4954639.02925993,-7074.265376778182,-1792.8409235064926,-2262.0022905797246
1760.0,-2650054.374662198,3908824.6269526277,4931709.302099319,-7041.526165359971,-1841.896711788291,-2323.8952917962492
1770.0,-2720302.26500397,3890161.339247004,4908162.093316679,-7007.905309721548,-1890.7218827944318,-2385.497326425083
1780.0,-2790209.5560621773,3871010.9784016996,4884000.351173497,-6973.407019409548,-1939.3103233004686,-2446.800681496537
1790.0,-2859767.4949957924,3851375.9421646544,4859227.100874778,-6938.035613831053,-1987.6559497221303,-2507.797681437516
1800.0,-2928967.372704914,3831258.688968275,4833845.4441902675,-6901.79552171277,-2035.752708877026,-2568.4806890325517
1810.0,-2997800.5249211993,3810661.7376216245,4807858.559066093,-6864.691280546537,-2083.5945787425408,-2628.842106380029
1820.0,-3066258.33329269,3789587.666995048,4781269.69922686,-6826.72753602119,-2131.175569209833,-2688.874375843493
