time_s,x_num_m,y_num_m,z_num_m,r_num_m,x_ana_m,y_ana_m,z_ana_m,r_ana_m,r_error_norm_m,r_error_rel,energy_error_Jkg,energy_error_rel,h_error_m2s,h_error_rel
68540.0,182910.1598672373,4221666.788851604,5326417.877482838,6799018.606258116,1856310.9753113948,4081539.5405070153,5149621.290248948,6828137.0,1688538.7079114732,0.24729127548428997,-126237.33658799157,0.004324961732834281,-112451868.34355927,0.0021554932862326106
68550.0,106361.66957612442,4222675.896639392,5327691.054649588,6799014.377585,1782669.6757455794,4094185.8780179117,5165576.99721772,6828136.999999999,1689023.1449125214,0.2473622226549528,-126255.86150773987,0.004325596406942439,-112468317.99079895,0.0021558085953929506
68560.0,29799.714455794903,4223149.474880025,5328288.561684963,6799010.112269571,1708805.174508286,4106319.5972104818,5180885.940831727,6828137.0,1689507.6465754039,0.24743317929552436,-126274.39296135306,0.004326231304904462,-112484773.42451477,0.0021561240154692814
68570.0,-46765.99574373185,4223087.463848392,5328210.323234599,6799005.8121974785,1634726.7199085893,4117939.1788652963,5195546.204313086,6828137.0,1689992.2139098526,0.24750414555388278,-126292.8983614631,0.0043268653102588985,-112501205.70788574,0.0021564389917965348
68580.0,-123325.75076333011,4222489.868884283,5327456.346035626,6799001.47466869,1560443.5870438963,4129043.168136243,5209555.952102828,6828137.0,1690476.8474338797,0.24757512150589242,-126311.42428253219,0.004327500018672867,-112517656.19763947,0.0021567543171063025
68590.0,-199869.84106816605,4221356.76597691,5326026.725962589,6798997.1013889555,1485965.0766386453,4139630.174732681,5222913.430090718,6828137.000000001,1690961.5481321544,0.24764610729576078,-126329.94139814004,0.00432813442540681,-112534098.85259247,0.002157069492237504
68600.0,-276388.5590441623,4219688.297306219,5323921.642401963,6798992.691305792,1411300.5138797944,4149698.873093515,5235616.965834881,6828137.000000001,1691446.3166982767,0.24771710302506766,-126348.46802791953,0.004328769158101592,-112550549.93990326,0.00215738482900133
68610.0,-352872.20033544913,4217484.674346345,5321141.362167671,6798988.245635339,1336459.2472492498,4159248.0025531636,5247664.968771204,6828137.0,1691931.1540741583,0.2477881088317587,-126366.98344699293,0.004329403506711316,-112566991.05638885,0.002157699974642971
68620.0,-429311.0649577336,4214746.175578235,5317686.236615258,6798983.764220491,1261450.6473533749,4168276.367499402,5259055.930412485,6828136.999999999,1692416.061045719,0.24785912483093403,-126385.49069572985,0.0043300375754007445,-112583424.90169525,0.0021580149809096224
68630.0,-505695.4585345798,4211473.147053418,5313556.702353071,6798979.246493974,1186284.105749635,4176782.837523073,5269788.424537317,6828137.0,1692901.038358022,0.24793015113171016,-126403.9999688007,0.004330671713444984,-112599860.52820587,0.002158330021318648
68640.0,-582015.6935766725,4207666.002942191,5308753.281933957,6798974.692431912,1110969.0337710963,4184766.3475595736,5279861.107368603,6828136.999999999,1693386.0868096668,0.24800118785104444,-126422.51216718182,0.00433130595171199,-112616298.7358551,0.0021586451112033033
68650.0,-658262.0906711551,4203325.22497597,5303276.5831517,6798970.101738881,1035514.8613474941,4192225.898022281,5289272.717741897,6828137.0,1693871.2071745086,0.24807223510227,-126441.03295284137,0.004331940484183956,-112632744.55213928,0.002158960346931347
68660.0,-734424.9798709587,4198451.363462531,5297127.3003219655,6798965.475587821,959931.0358249258,4199160.5549276555,5298022.077263244,6828136.999999999,1694356.400378368,0.24814329302097604,-126459.5427439101,0.004332574639975093,-112649180.58889008,0.0021592753952039143
68670.0,-810494.7016124459,4193045.035095261,5290306.211518143,6798960.813190962,884227.0207828889,4205569.450012199,5306108.090456745,6828137.000000001,1694841.667149357,0.24821436171379643,-126478.0558527261,0.004333208909434107,-112665619.55484009,0.0021595904996237858
68680.0,-886461.6080734791,4187106.924184535,5282814.180125021,6798956.113909862,808412.2948493785,4211451.780841158,5313529.744901707,6828137.0,1695327.008212322,0.24828544128688718,-126496.58409143612,0.004333843697251749,-112682071.93858337,0.002159905861237813
68690.0,-962316.0647611616,4180637.784001193,5274652.156533882,6798951.379583718,732496.3505141032,4216806.810909006,5320286.111359421,6828137.000000001,1695812.4245657756,0.24835653188648313,-126515.09662289172,0.004334477946930073,-112698510.35777283,0.002160220955177301
68700.0,-1038048.451012462,4173638.43325774,5265821.173702823,6798946.608970574,656488.6929399646,4221633.869731647,5326376.34388949,6828136.999999999,1696297.916874599,0.2484276336099582,-126533.6158262752,0.004335112425192376,-112714954.6841507,0.00216053616234661
68710.0,-1113649.1618708856,4166109.759110912,5256322.350945123,6798941.802791091,580398.8387728529,4225932.35293038,5331799.6799557675,6828137.0,1696783.4860143228,0.2484987465855361,-126552.13031289354,0.004335746741855668,-112731394.80484009,0.002160851288900689
68720.0,-1189108.6089345126,4158052.7153673633,5246156.891665237,6798936.960994912,504236.3149504886,4229701.722307539,5336555.440521797,6828137.0,1697269.132777117,0.24856987092923252,-126570.6420699805,0.004336380965003689,-112747832.48432922,0.0021611663686614967
68730.0,-1264417.2217051922,4149468.3229722152,5235326.083975358,6798932.0837501595,428010.65750900906,4232941.505913921,5340643.030135875,6828137.0,1697754.8579699239,0.2486410067592264,-126589.14939783514,0.004337015036403735,-112764266.21321869,0.0021614813726966524
68740.0,-1339565.448658116,4140357.669338733,5223831.299849566,6798927.170559976,351731.4103893823,4235651.2981078485,5344061.937005577,6828137.0,1698240.6623381914,0.2487121541846907,-126607.66214064136,0.004337649293323049,-112780704.73260498,0.0021617964685567274
68750.0,-1414543.7586223902,4130721.908871951,5211673.995784517,6798922.2213398535,275408.1242423471,4237830.759605967,5346811.733061845,6828137.0,1698726.5466637264,0.24878331332012327,-126626.18310854211,0.0043382838320387,-112797150.53764343,0.0021621117040692113
68760.0,-1489342.6421811583,4120562.2632799777,5198855.713192224,6798917.237176636,199050.35523261115,4239479.6175257275,5348892.074012588,6828137.0,1699212.5118492038,0.24885448429772336,-126644.69498797134,0.004338918059378236,-112813588.25448608,0.0021624267845460165
68770.0,-1563952.6123857978,4109880.0199221782,5185378.076315978,6798912.217868552,122667.66384235765,4240597.665419546,5350302.69938578,6828137.000000001,1699698.558663574,0.24892566723010592,-126663.20276894048,0.004339552146302237,-112830022.31395721,0.0021627417949178084
68780.0,-1638364.2061215094,4098676.532266755,5171242.792807681,6798907.162935804,46269.613674211396,4241184.763300658,5351043.43256208,6828136.999999999,1700184.6878407134,0.2489968622247494,-126681.71631286293,0.004340186430668241,-112846461.47238922,0.0021630569030272016
68790.0,-1712567.9856863646,4086953.220658692,5156451.654696693,6798902.073178769,-30134.229746185247,4241240.837660648,5351114.180796949,6828136.999999999,1700670.9002493264,0.2490680694088778,-126700.22348191217,0.004340820496627524,-112862894.95184326,0.002163371902281144
68800.0,-1786554.5394542627,4074711.570750644,5141006.53641016,6798896.948378156,-106534.30016793465,4240765.881478643,5350514.935232252,6828136.999999999,1701157.196645871,0.24913928889327663,-126718.72980031744,0.004341454533443269,-112879327.65744781,0.00216368688670183
68810.0,-1860314.4831128863,4061953.133538722,5124909.394818161,6798891.787654812,-182921.03181225166,4239759.954222205,5349245.770897376,6828137.0,1701643.5777154327,0.24921052077827857,-126737.25224613026,0.004342089122793015,-112895774.66475677,0.002164002145259605
68820.0,-1933838.4617607044,4048679.5271478505,5108162.271486268,6798886.592786124,-259284.8605707428,4238223.181839873,5347306.846699833,6828137.0,1702130.0444285548,0.2492817652060225,-126755.76205966994,0.00434272327935402,-112912210.43644714,0.0021643171884514565
68830.0,-2007117.1494648852,4034892.4330526623,5090767.287907472,6798881.362225001,-335616.22520250553,4236155.756745404,5344698.405405361,6828137.000000001,1702616.5973899015,0.24935302226506312,-126774.28789014742,0.0043433579846642685,-112928660.41146088,0.0021646325038946154
68840.0,-2080141.2520465555,4020593.599329409,5072726.64960512,6798876.096903694,-411905.5685313542,4233557.937793668,5341420.773607532,6828137.0,1703103.2374710506,0.2494242920830456,-126792.81570103392,0.004343992757824437,-112945112.12591553,0.0021649478526796235
68850.0,-2152901.50757484,4005784.8388875416,5054042.643901675,6798870.7976513235,-488143.3386424396,4230430.050248258,5337474.361686859,6828137.000000001,1703589.9655319408,0.2494955747859102,-126811.33331149444,0.00434462718151231,-112961554.76377869,0.0021652630274832446
68860.0,-2225388.687300868,3990468.028829879,5034717.639111449,6798865.464491856,-564319.99007821,4226772.485740742,5332859.663759413,6828137.0,1704076.7823399575,0.2495668704860429,-126829.84250602499,0.004345261316865715,-112977989.9094696,0.0021655780586758502
68870.0,-2297593.5969910016,3974645.1105708056,5014754.084689851,6798860.097239242,-640425.9850335637,4222585.702221645,5327577.25761496,6828137.000000001,1704563.6886393593,0.2496381792924423,-126848.34876749292,0.004345895351730755,-112994422.43135071,0.0021658930395748992
68880.0,-2369507.07811448,3958318.089655874,4994154.511005572,6798854.695603433,-716451.7945500433,4217870.223903103,5321627.80464461,6828137.0,1705050.6851584765,0.24970950131177458,-126866.85944774747,0.004346529537985896,-113010858.85734558,0.002166208095308552
68890.0,-2441120.0093399743,3941489.0360646234,4972921.529722822,6798849.260146779,-792387.8997090186,4212626.641193224,5315012.049758007,6828136.999999999,1705537.7727101087,0.24978083666307646,-126885.36727245525,0.004347163626408408,-113027292.72813416,0.0021665231020636497
68900.0,-2512423.3072445258,3924160.0831459663,4951057.83245808,6798843.790916671,-868224.7928231311,4206855.610622194,5307730.821290093,6828137.0,1706024.952057544,0.2498521854581336,-126903.87392261252,0.004347797674590162,-113043725.53621674,0.002166838088448649
68910.0,-2583407.9274852527,3906333.4274419034,4928566.190557639,6798838.287593808,-943952.9786272953,4200557.854760027,5299785.030897339,6828137.000000001,1706512.223920086,0.2499235478022901,-126922.38747687638,0.0043484319593104686,-113060164.45484924,0.002167153191961532
68920.0,-2654064.866175052,3888011.328795361,4905449.4552336605,6798832.750153373,-1019562.9754671818,4193734.1621261295,5291175.67344364,6828137.0,1706999.5890339187,0.24999492380336227,-126940.91100549698,0.004349066585757814,-113076612.21009827,0.0021674684648559273
68930.0,-2724385.161563606,3869196.110762457,4881710.558084359,6798827.180109786,-1095045.3164864765,4186385.3870905656,5281903.8268757425,6828137.000000001,1707487.0483138212,0.25006631359532194,-126959.42110731453,0.0043497007521953795,-113093048.02300262,0.002167783508837775
68940.0,-2794359.893769748,3849890.158292896,4857352.50816738,6798821.576966799,-1170390.550812193,4178512.4497670797,5271970.652088273,6828137.0,1707974.6024423616,0.25013771727813333,-126977.92913288623,0.004350334847499602,-113109481.97208405,0.002168098517093601
68950.0,-2863980.1865322697,3830095.9183966033,4832378.392840869,6798815.939894463,-1245589.2447379816,4170116.335897894,5261377.392778395,6828136.999999999,1708462.2520696651,0.250209134947009,-126996.45225802809,0.00435096946012354,-113125929.30821991,0.0021684137819543764
68960.0,-2933237.20957729,3809815.9014960974,4806791.379469826,6798810.27067874,-1320631.98290529,4161198.096730291,5250125.375290084,6828137.0,1708949.99811797,0.2502805667370133,-127014.96261671558,0.004351603635361613,-113142365.28809357,0.0021687288291367146
68970.0,-3002122.177293084,3789052.677798484,4780594.710848498,6798804.56785746,-1395509.3694822274,4151758.8488849862,5238216.008448061,6828137.0,1709437.8411579707,0.2503520127317262,-127033.48843172193,0.004352238340141812,-113158814.97151947,0.002169044138990677
68980.0,-3070626.352766568,3767808.880811395,4753791.709636608,6798798.833561373,-1470212.0293400756,4141799.774216308,5225650.783381386,6828137.000000001,1709925.7821477987,0.2504234730714686,-127051.99603370205,0.004352872420933549,-113175248.46225739,0.00216935913846091
68990.0,-3138741.045506406,3746087.2027075193,4726385.772510824,6798793.065804286,-1544730.609226738,4131322.119664273,5212431.273336818,6828137.0,1710413.8215894909,0.2504949478297654,-127070.52282604948,0.004353507159198001,-113191698.97185516,0.0021696744641510513
69000.0,-3206457.615832841,3723890.398093454,4698380.374919619,6798787.265871383,-1619055.7789383957,4120327.19709839,5198559.133481749,6828137.000000001,1710901.960340771,0.2505664371322325,-127089.04986006767,0.004354141905742227,-113208149.67505646,0.002169989793552212
69010.0,-3273767.4740657387,3701221.2812732714,4669779.067631059,6798781.434028169,-1693178.2324873274,4108816.3831534474,5184036.1006970145,6828136.999999999,1711390.1991445222,0.25063794108766746,-127107.5758439973,0.0043547766163098325,-113224599.42475891,0.0021703051046765725
69020.0,-3340662.0825295146,3678082.7269786806,4640585.477653919,6798775.571495342,-1767088.6892671755,4096791.1190571436,5168863.993359424,6828137.0,1711878.5388385754,0.25070945981877274,-127126.08308491856,0.004355410684731492,-113241032.5107956,0.0021706200963894353
69030.0,-3407132.954685464,3654477.66783446,4610803.305039788,6798769.676446638,-1840777.8952149376,4084252.9104496324,5153044.711114078,6828137.0,1712366.979930199,0.2507809933998394,-127144.60650979728,0.004356045307624581,-113257479.94567108,0.0021709353631428657
69040.0,-3473171.659506996,3630409.097652019,4580436.327038637,6798763.75076913,-1914236.623969633,4071203.3271950106,5136580.234636526,6828137.000000001,1712855.52332429,0.250852541963392,-127163.11707220227,0.004356679489842131,-113273915.9382019,0.0021712504105678185
69050.0,-3538769.8191819503,3605880.067371223,4549488.392978533,6798757.793249039,-1987455.6780275027,4057644.0031847567,5119472.625384769,6828137.0,1713344.1695815881,0.25092410559155276,-127181.63927314803,0.004357314070802594,-113290362.24332428,0.002171565655665982
69060.0,-3603919.113005992,3580893.687684613,4517963.427576753,6798751.805185308,-2060425.8898935972,4043576.636133162,5101724.02534116,6828137.0,1713832.9195348036,0.2509956844062742,-127200.15434606001,0.0043579484075526335,-113306802.19763184,0.00217188077903083
69070.0,-3668611.275917775,3555453.1260433444,4485865.42716207,6798745.785502674,-2133138.123229697,4029002.9873647424,5083336.6567441765,6828137.0,1714321.773752447,0.2510672784908163,-127218.68453698233,0.004358583262254161,-113323255.55376434,0.002172196159283751
69080.0,-3732838.102422793,3529561.609127861,4453198.462791962,6798739.736196801,-2205583.27399787,4013924.881593789,5064312.821810292,6828137.0,1714810.7331304902,0.25113888797639683,-127237.19919561967,0.0043592175848109205,-113339695.09654999,0.0021725112747604893
69090.0,-3796591.444404932,3503222.419261195,4419966.675727504,6798733.656283693,-2277752.271600912,3998344.2066957857,5044654.9024455715,6828137.0,1715299.7982383685,0.25121051294641106,-127255.71913038939,0.004359852088130925,-113356139.30213165,0.00217282647961436
69100.0,-3859863.214310717,3476438.8961192323,4386174.279590968,6798727.545841583,-2349636.0800176733,3982262.9134711116,5024365.359947539,6828137.0,1715788.9697546314,0.2512821535002346,-127274.24689338729,0.004360486859650404,-113372590.43642426,0.00217314181727874
69110.0,-3922645.386065149,3449214.4361423305,4351825.559623596,6798721.405727998,-2421225.6989345183,3965683.01540077,5003446.734696984,6828137.0,1716278.2484401227,0.2513538097492951,-127292.77166152,0.004361121528564127,-113389038.88929749,0.0021734571035452945
69120.0,-3984929.995698635,3421552.4917305494,4316924.871670232,6798715.236861396,-2492512.164872221,3948606.5883942884,4981901.645839891,6828137.000000001,1716767.6350524942,0.2514254818045528,-127311.28162917122,0.004361755690405079,-113405474.17824554,0.0021737721374838737
69130.0,-4046709.141377832,3393456.569970474,4281476.640572844,6798709.03855707,-2563486.552308255,3931035.7705297978,4959732.790959503,6828137.0,1717257.1301752077,0.25149716975145747,-127329.79270763695,0.004362389890303157,-113421910.43106842,0.002174087189898141
69140.0,-4107974.985422051,3364930.2331256648,4245485.360789564,6798702.81034073,-2634139.9747943203,3912972.7617863356,4936942.945738567,6828137.000000001,1717746.7344042114,0.25156887367728725,-127348.31724090129,0.004363024551170159,-113438358.60808563,0.002174402470877049
69150.0,-4168719.756540162,3335977.099160886,4208955.597055843,6798696.553949283,-2704463.586068988,3894419.8237683917,4913534.963611802,6828136.999999999,1718236.4485734666,0.2516405937041783,-127366.82950054109,0.004363658791535921,-113454795.8645401,0.0021747175425290686
69160.0,-4228935.747517179,3306600.838582848,4171891.9803986233,6798690.267872175,-2774448.581165394,3875379.2794227195,4889511.775408601,6828137.0,1718726.2731559214,0.25171232990139497,-127385.35982821137,0.0043642936509225095,-113471249.14105225,0.002175032921255815
69170.0,-4288615.320389912,3276805.1773598413,4134299.211819917,6798683.954230416,-2844086.197513325,3855853.5127475807,4864876.388986194,6828137.000000001,1719216.2090179815,0.251784082395825,-127403.87599432096,0.004364928025126111,-113487689.8204956,0.002175348058520169
69180.0,-4347750.903577087,3246593.893387742,4096182.057838053,6798677.612528214,-2913367.7160368823,3835844.9684941107,4839631.888852854,6828136.999999999,1719706.256733384,0.25185585127149385,-127422.390966326,0.004365562358419023,-113504129.41674042,0.00217566317502162
69190.0,-4406334.99445386,3215970.8173341667,4057545.351552744,6798671.242323824,-2982284.462245805,3815356.1518603205,4813781.435781838,6828137.0,1720196.4168714073,0.2519276366117738,-127440.91683970019,0.004366197065198937,-113520578.66934204,0.0021759784766174814
69200.0,-4464360.16180041,3184939.8332086573,4018393.993364424,6798664.84549261,-3050827.807321668,3794389.628177397,4787328.266415586,6828137.0,1720686.6902543218,0.2519994385370888,-127459.42580823973,0.0043668311928097645,-113537012.88886261,0.0021762934900571235
69210.0,-4521819.043118963,3153504.875221704,3978732.947011389,6798658.420629344,-3118989.16919826,3772948.0225885157,4760275.692860483,6828136.999999999,1721177.0773437049,0.25207125711503814,-127477.94670767337,0.004367465729179695,-113553457.67864227,0.002176608706108984
69220.0,-4578704.349202131,3121669.929949106,3938567.242300536,6798651.96866804,-3186760.0136361155,3751034.0197201506,4732627.102272165,6828137.0,1721667.5788391365,0.2521430924480772,-127496.46808604896,0.004368100281958443,-113569902.87031555,0.0021769239298643976
69230.0,-4635008.863167934,3089439.034426004,3897901.972702533,6798645.489939792,-3254131.8552910546,3728650.363345944,4704385.95643142,6828137.000000001,1722158.1953798013,0.2522149446298165,-127514.98895014822,0.004368734817117798,-113586347.58190155,0.002177239144417431
69240.0,-4690725.441353731,3056816.2756707096,3856742.294751189,6798638.984200527,-3321096.2587766903,3705799.8560431385,4675555.791310711,6828137.0,1722648.9275263543,0.2522868137423655,-127533.51828369871,0.004369369642445287,-113602799.7899704,0.002177554502664105
69250.0,-4745847.015648474,3023805.791091127,3815093.428556109,6798632.452691333,-3387644.83972025,3682485.358841792,4646140.216631606,6828136.999999999,1723139.7760016352,0.25235869989158616,-127552.03951247409,0.004370004190098649,-113619244.77814484,0.0021778697225188245
69260.0,-4800366.592389411,2990411.7666461,3772960.6554829553,6798625.895226634,-3453769.2658128664,3658709.790866389,4616142.915412595,6828137.000000001,1723630.7413654157,0.2524306031594585,-127570.56072806194,0.004370638737300199,-113635689.73088074,0.002178184941694253
69270.0,-4854277.254530408,2956638.437166203,3730349.318558186,6798619.312069724,-3519461.257852491,3634476.1289704544,4585567.643508087,6828137.0,1724121.8242188955,0.25250252363403014,-127589.08233691752,0.004371273297975321,-113652135.00894928,0.0021785001671057033
69280.0,-4907572.162271933,2922490.0856478703,3687264.8215784207,6798612.703564327,-3584712.5907805916,3609787.407363812,4554418.229138135,6828137.0,1724613.0251643658,0.25257446140350814,-127607.60341451317,0.004371907840449181,-113668579.79136658,0.002178815383016441
69290.0,-4960244.553489957,2887971.042444597,3643712.6280900254,6798606.069521018,-3649515.094711982,3584646.717232678,4522698.572409106,6828137.0,1725104.3447456555,0.2526464165475379,-127626.13228615746,0.004372542649951505,-113685031.47006226,0.002179130731116016
69300.0,-5012287.745653877,2853085.685359672,3599698.261506148,6798599.410696786,-3713860.655957746,3559057.206352625,4490412.644825367,6828137.0,1725595.7835952211,0.25271838915874434,-127644.66100776196,0.004373177454313382,-113701482.99142456,0.0021794460761998024
69310.0,-5063695.136604266,2817838.438995038,3555227.304285063,6798592.728637429,-3777741.218041116,3533022.07869446,4457564.488792024,6828136.999999999,1726087.3424324687,0.25279037934248666,-127663.16808742285,0.0043738115172101705,-113717915.2728653,0.0021797610524900567
69320.0,-5114460.2023186255,2782233.772492856,3510305.395080875,6798586.021566161,-3841148.782706204,3506544.5940230694,4424158.217108792,6828137.000000001,1726579.0216001007,0.2528623871489545,-127681.68939501792,0.004374446067563939,-113734360.16287994,0.002180076270463235
69330.0,-5164576.50210622,2746276.201437338,3464938.231142994,6798579.290287431,-3904075.4109195094,3479628.0674892357,4390198.012454995,6828137.0,1727070.8217204707,0.25293441266929334,-127700.21633017808,0.004375080810721235,-113750810.025177,0.002180391583745825
69340.0,-5214037.678166162,2709970.2865147167,3419131.5666253357,6798572.536424309,-3966513.2238636203,3452275.8692147033,4355688.126866052,6828137.0,1727562.7434974231,0.2530064560065832,-127718.72622769326,0.004375714970159286,-113767244.73545074,0.002180706606592293
69350.0,-5262837.453327916,2673320.631338113,3372891.2098421534,6798565.758416957,-4028454.4039241686,3424491.423870006,4320632.881200826,6828137.0,1728054.7872790422,0.253078517211802,-127737.25137114152,0.00437634965193153,-113783692.95789337,0.0021810218884419216
69360.0,-5310969.63696328,2636331.88454714,3326223.0259169145,6798558.958217956,-4089891.195668328,3396278.2102458193,4285036.664600801,6828137.000000001,1728546.9537922498,0.25315059639140947,-127755.76351435483,0.0043769838883084555,-113800129.61297607,0.002181336948566762
69370.0,-5358428.120814855,2599008.736655974,3279132.932805715,6798552.134841985,-4150815.906815921,3367639.7608173527,4248903.93394049,6828137.0,1729039.2434368634,0.2532226936039601,-127774.28513369337,0.00437761844934273,-113816574.65702057,0.0021816521694924067
69380.0,-5405206.8831501,2561355.921195818,3231626.902738577,6798545.288751251,-4211220.909202546,3338579.661302066,4212239.213269406,6828137.0,1729531.6567593794,0.25329480892948975,-127792.81378601864,0.004378253251331062,-113833025.92076874,0.002181967509638209
69390.0,-5451299.989548728,2523378.2140563824,3183710.9613887183,6798538.421815016,-4271098.639734668,3309101.5502107134,4175047.0932456227,6828137.0,1730024.1944566646,0.2533669424700566,-127811.32281051949,0.0043788873808591556,-113849459.73243713,0.002182282515260083
69400.0,-5496701.59029439,2485080.4313042955,3135391.185119925,6798531.533097728,-4330441.6013365695,3279209.1183917765,4137332.230560992,6828137.0,1730516.8569068376,0.25343909428103706,-127829.83397439122,0.004379521583683291,-113865895.41868591,0.002182597556814178
69410.0,-5541405.924388522,2446467.4301300007,3086673.702181398,6798524.622980586,-4389242.36388903,3248906.10856935,4099099.3473581,6828137.0,1731009.6446322356,0.253511264438929,-127848.34638013318,0.004380155829054595,-113882332.18252563,0.0021829126190236886
69420.0,-5585407.318741672,2407544.1075210394,3037564.691033734,6798517.691241759,-4447493.565159703,3218196.314874485,4060353.23063897,6828137.0,1731502.5580766066,0.2535834530087206,-127866.86957649887,0.004380790444118701,-113898778.50202942,0.002183227864397517
69430.0,-5628700.190594486,2368315.400377859,2988070.380495117,6798510.739129385,-4505187.91172461,3187083.5823703012,4021098.731665903,6828137.0,1731995.5978400242,0.2536556600782943,-127885.38780317456,0.004381424888918449,-113915220.38387299,0.0021835430247096476
69440.0,-5671279.046219917,2328786.284001562,2938197.047833285,6798503.766899237,-4562318.1798817795,3155571.806570322,3981340.7653537677,6828137.0,1732488.7644083533,0.25372788571880633,-127903.90246266127,0.004382059211504309,-113931659.07323456,0.002183858123827833
69450.0,-5713138.482363917,2288961.7718120106,2887951.018409865,6798496.774745049,-4618877.216555393,3123664.9329508883,3941084.309654821,6828136.999999999,1732982.0582431145,0.25380012999784785,-127922.41607378423,0.004382693498172639,-113948096.80646515,0.0021841732046187644
69460.0,-5754273.186209484,2248846.914418532,2837338.664507944,6798489.7619346995,-4674857.940191482,3091366.9564571204,3900334.4049353865,6828136.999999999,1733475.4797053502,0.25387239296829434,-127940.94716377184,0.004383328383676646,-113964550.03329468,0.0021844885823931876
69470.0,-5794677.939020742,2208446.800159093,2786366.4060123083,6798482.7303348025,-4730253.341644574,3058681.9210027284,3859096.15334477,6828137.0,1733969.02943143,0.253944674723344,-127959.46947890893,0.004383962968549367,-113980995.44368744,0.0021848038103410472
69480.0,-5834347.612722542,2167766.5528278104,2735040.7075422127,6798475.679558853,-4785056.485055285,3025613.918963682,3817374.7181764324,6828137.0,1734462.7078040715,0.254016975319047,-127977.99567057937,0.0043845976862342895,-113997444.27041626,0.002185119103773719
69490.0,-5873277.173925822,2126811.332344249,2683368.0792959435,6798468.610954264,-4839260.508718736,2992167.090665824,3775175.323221519,6828137.0,1734956.5153843632,0.25408929483757625,-127996.5085265711,0.004385231947031402,-114013881.23118591,0.00218543416975801
69500.0,-5911461.681001859,2085586.3327627056,2631355.0745390854,6798461.523437675,-4892858.625943681,2958345.623866474,3732503.2521148045,6828137.0,1735450.4524647575,0.2541616333217622,-128015.03280203417,0.004385866599065988,-114030328.30525208,0.0021857494295953964
69510.0,-5948896.288971857,2044096.783186017,2579008.290757484,6798454.418452064,-4945844.125902313,2924153.753230049,3689363.8476730925,6828137.0,1735944.5196016333,0.25423399085308823,-128033.54971688986,0.00438650099892205,-114046768.81832123,0.002186064563670666
69520.0,-5985576.2463429645,2002347.9457275216,2526334.3670858364,6798447.295586202,-4998210.37447023,2889595.7597980304,3645762.5112264785,6828137.0,1736438.717146696,0.2543063674830625,-128052.07251179963,0.004387135600232052,-114063214.52630615,0.0021863797973228146
69530.0,-6021496.898224699,1960345.1157476231,2473339.984606245,6798440.155478112,-5049950.815057478,2854675.9704526938,3601704.701941746,6828136.999999999,1736933.0455497403,0.2543787632775588,-128070.5963675715,0.004387770237887782,-114079661.15029907,0.0021866950485331335
69540.0,-6056653.68607463,1918093.62086092,2420031.865095444,6798432.998824515,-5101058.969429205,2819398.7573755234,3557195.936139056,6828137.0,1737427.5052676988,0.25445117830349606,-128089.11549029872,0.004388404713386757,-114096103.54606628,0.002187010218696225
69550.0,-6091042.147946163,1875598.8201674416,2366416.7700548894,6798425.826017897,-5151528.438516847,2783768.5374997454,3512241.786601216,6828137.0,1737922.0967087275,0.25452361262065004,-128107.62937256694,0.004389039009344676,-114112541.26303864,0.0021873252991755163
69560.0,-6124657.918849476,1832866.10351248,2312501.4997769296,6798418.636918527,-5201352.903219331,2747789.7719573025,3466847.8818759364,6828136.999999999,1738416.8202227508,0.2545960662802681,-128126.14672318101,0.004389673424130063,-114128982.03338623,0.0021876404381823353
69570.0,-6157496.731701719,1789900.890949929,2258292.8926676908,6798411.431313503,-5250526.125194271,2711466.965520287,3421019.9055710905,6828136.999999999,1738911.6761361884,0.2546685393301553,-128144.67754581198,0.004390308300474282,-114145434.73883057,0.0021879558059627736
69580.0,-6189554.4191509,1746708.6324161228,2203797.8248355137,6798404.210322977,-5299041.9476390425,2674804.6660369183,3374763.5956431003,6828136.999999999,1739406.6649130143,0.25474103183826197,-128163.20888209715,0.0043909431944165805,-114161887.87416077,0.0021882711819833246
69590.0,-6220826.912570926,1703294.8065600535,2149023.20861512,6798396.974683636,-5346894.296061656,2637807.463862121,3328084.7436785023,6828136.999999999,1739901.7869760722,0.2548135438665148,-128181.73442213237,0.0043915778897761154,-114178335.83701324,0.0021885864588570923
69600.0,-6251310.242679065,1659664.9201031427,2093975.9917598343,6798389.724876896,-5394077.1790413875,2600479.9912827355,3280989.194168743,6828137.000000001,1740397.0427018525,0.25488607547005165,-128200.2522950545,0.004392212322456068,-114194776.96631622,0.002188901604744419
69610.0,-6281000.540276258,1615824.5072004274,2038663.1566355831,6798382.46138326,-5440584.688978691,2562826.9219377167,3233482.843778654,6828137.0,1740892.4324653542,0.2549586267037926,-128218.76068067923,0.004392846430095909,-114211209.64598083,0.0021892165886678843
69620.0,-6309894.035628951,1571779.1284697426,1983091.7189960305,6798375.183491239,-5486411.002835241,2524852.9702326804,3185571.6406077915,6828137.000000001,1741387.9564965754,0.2550311976014212,-128237.27835017443,0.0043934808558063415,-114227650.54197693,0.0021895317300831517
69630.0,-6337987.061243693,1527534.3708805295,1927268.727842297,6798367.891783491,-5531550.382862766,2486562.890749818,3137261.583445935,6828137.0,1741883.6151627891,0.25510378821672575,-128255.80178053305,0.004394115478887176,-114244096.52632141,0.002189846969032599
