time_s,a_m,e_,i_deg,Omega_deg,omega_deg,nu_deg
1150.0,6828137.000000002,3.911410027885105e-16,51.60000000000001,180.0,0.0,106.27139424058592
1160.0,6828137.000000002,3.8585829147719355e-16,51.60000000000001,180.0,0.0,105.6302759296345
1170.0,6828137.000000002,3.910805320296655e-16,51.60000000000001,180.0,0.0,104.98915761868307
1180.0,6828137.000000004,5.201813525952311e-16,51.60000000000001,180.0,0.0,104.34803930773164
1190.0,6828137.000000004,5.247490491263138e-16,51.600000000000016,180.0,0.0,103.70692099678021
1200.0,6828137.000000002,4.023105837996841e-16,51.60000000000001,180.0,0.0,103.06580268582879
1210.0,6828137.000000002,3.9656508271186684e-16,51.60000000000001,180.0,0.0,102.42468437487736
1220.0,6828137.0,1.642711930281744e-16,51.60000000000001,180.0,0.0,101.78356606392593
1230.0,6828137.000000002,3.920945965430272e-16,51.60000000000001,180.0,0.0,101.1424477529745
1240.0,6828137.000000002,3.906852884448283e-16,51.60000000000001,180.0,0.0,100.50132944202308
1250.0,6828137.000000002,3.9599923705987805e-16,51.60000000000001,180.0,0.0,99.86021113107165
1260.0,6828137.0,2.647143731634163e-16,51.60000000000001,180.0,0.0,99.21909282012024
1270.0,6828137.000000002,5.203629020587872e-16,51.60000000000001,180.0,0.0,98.5779745091688
1280.0,6828137.000000002,5.130535078589999e-16,51.600000000000016,180.0,0.0,97.93685619821737
1290.0,6828137.000000002,3.884289379627676e-16,51.60000000000001,180.0,0.0,97.29573788726594
1300.0,6828137.000000002,3.931348871040385e-16,51.60000000000001,180.0,0.0,96.65461957631452
1310.0,6828137.000000002,3.9351754264090277e-16,51.600000000000016,180.0,0.0,96.01350126536309
1320.0,6828137.000000002,3.9598438388375125e-16,51.600000000000016,180.0,0.0,95.37238295441166
1330.0,6828137.000000002,3.9885230293761925e-16,51.600000000000016,180.0,0.0,94.73126464346022
1340.0,6828136.999999998,7.318102803997231e-17,51.600000000000016,180.0,0.0,94.09014633250881
1350.0,6828137.000000002,3.862112393814664e-16,51.60000000000002,180.0,0.0,93.44902802155738
1360.0,6828137.0,2.622413776529119e-16,51.600000000000016,180.0,0.0,92.80790971060595
1370.0,6828137.0,1.3670526728493566e-16,51.60000000000002,180.0,0.0,92.16679139965451
1380.0,6828137.000000002,3.8550286712848204e-16,51.600000000000016,180.0,0.0,91.5256730887031
1390.0,6828137.0,2.644357020096984e-16,51.600000000000016,180.0,0.0,90.88455477775167
1400.0,6828137.0,2.579335412927485e-16,51.60000000000001,180.0,0.0,90.24343646680025
1410.0,6828137.0,2.584560037924093e-16,51.60000000000001,180.0,0.0,89.6023181558488
1420.0,6828137.000000002,5.15009201068628e-16,51.60000000000001,180.0,0.0,88.9611998448974
1430.0,6828137.000000002,5.174831627940913e-16,51.60000000000001,180.0,0.0,88.32008153394597
1440.0,6828137.000000002,5.23889694558464e-16,51.60000000000001,180.0,0.0,87.67896322299453
1450.0,6828137.000000002,5.221128459126441e-16,51.60000000000001,180.0,0.0,87.0378449120431
1460.0,6828137.000000002,5.243636649537082e-16,51.60000000000001,180.0,0.0,86.39672660109169
