time_s,r_error_norm_m,v_error_norm_ms,vx_error_ms,vy_error_ms,vz_error_ms,h_error_m2s,energy_error_Jkg
710.0,0.0019566126236423296,2.982196939295428e-06,-1.1034499038942158e-06,-1.7209140423801728e-06,-2.171255800931249e-06,19.63239288330078,-0.021967917680740356
720.0,0.001985486274832807,3.0126497048647788e-06,-1.1414786058594473e-06,-1.7317743186140433e-06,-2.1849582481081598e-06,19.63239288330078,-0.021967902779579163
730.0,0.0020146177681198076,3.044689089705488e-06,-1.1799647836596705e-06,-1.7434017536288593e-06,-2.199628397647757e-06,19.63239288330078,-0.021967913955450058
740.0,0.0020440212266075028,3.078320980112695e-06,-1.2188829714432359e-06,-1.7558140825713053e-06,-2.2152880774228834e-06,19.63239288330078,-0.02196791023015976
750.0,0.002073714725664576,3.113550225010134e-06,-1.2582113413373008e-06,-1.7690267668513115e-06,-2.231959570053732e-06,19.632400512695312,-0.021967917680740356
760.0,0.00210371307030614,3.1503784215388065e-06,-1.2979207895114087e-06,-1.783059360604966e-06,-2.249663339171093e-06,19.632400512695312,-0.02196791023015976
770.0,0.002134033992523182,3.1888081718118857e-06,-1.3379867596086115e-06,-1.7979282347369008e-06,-2.2684230316372123e-06,19.632408142089844,-0.021967913955450058
780.0,0.0021646940707389676,3.228834161115833e-06,-1.3783801477984525e-06,-1.813647941162344e-06,-2.2882568373461254e-06,19.632408142089844,-0.021967917680740356
790.0,0.002195709882548537,3.2704560525128586e-06,-1.4190736692398787e-06,-1.8302371245226823e-06,-2.309187038918026e-06,19.632400512695312,-0.021967913955450058
800.0,0.0022271002742624037,3.3136661002313365e-06,-1.4600373106077313e-06,-1.847709427238442e-06,-2.3312322809943e-06,19.632400512695312,-0.021967921406030655
810.0,0.002258882304450173,3.358461446485682e-06,-1.501241058576852e-06,-1.8660839486983605e-06,-2.354414846195141e-06,19.632415771484375,-0.021967921406030655
820.0,0.0022910733251442278,3.404827957316377e-06,-1.5426539903273806e-06,-1.885371602838859e-06,-2.3787488316884264e-06,19.632400512695312,-0.021967917680740356
830.0,0.0023236894177998133,3.452761791629139e-06,-1.5842442735447548e-06,-1.905590124806622e-06,-2.4042587938311044e-06,19.63239288330078,-0.02196791023015976
840.0,0.0023567531993729718,3.502246066635697e-06,-1.6259755284409039e-06,-1.9267517927801237e-06,-2.4309583750437014e-06,19.63239288330078,-0.02196790650486946
850.0,0.0023902786266589674,3.5532735805390863e-06,-1.6678168321959674e-06,-1.9488729776639957e-06,-2.458868493704358e-06,19.632400512695312,-0.021967917680740356
860.0,0.0024242867854549505,3.6058281558683346e-06,-1.70973453350598e-06,-1.9719645933946595e-06,-2.488003246980952e-06,19.632400512695312,-0.02196791023015976
870.0,0.0024587941704840017,3.6598980330324984e-06,-1.7516922525828704e-06,-1.996042556129396e-06,-2.518380824767519e-06,19.63239288330078,-0.02196791023015976
880.0,0.002493818770161974,3.7154654382528317e-06,-1.7936517906491645e-06,-2.021116415562574e-06,-2.5500166884739883e-06,19.63239288330078,-0.02196790650486946
890.0,0.002529380489413645,3.7725190613766106e-06,-1.8355794964008965e-06,-2.0472011783567723e-06,-2.5829276637523435e-06,19.63239288330078,-0.02196790650486946
900.0,0.0025654968738973395,3.831039606997309e-06,-1.8774362615658902e-06,-2.074306848953711e-06,-2.6171260287810583e-06,19.63238525390625,-0.021967913955450058
910.0,0.0026021855504268256,3.8910110697458395e-06,-1.9191820683772676e-06,-2.1024452507845126e-06,-2.6526272449700627e-06,19.63238525390625,-0.02196790650486946
920.0,0.0026394649353239865,3.952418650291766e-06,-1.960779627552256e-06,-2.1316272977855988e-06,-2.689446318981936e-06,19.63239288330078,-0.02196791023015976
